Name,ClassName,Type,Description,Solution,Image Link,Plant Name
"Bệnh virus sọc lá Ngô",Corn_Streak_Virus,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh sọc lá (Maize Streak Virus - MSV) là bệnh virus phổ biến nhất trên ngô ở châu Phi và các vùng nhiệt đới, làm cây còi cọc và không ra bắp.</p><h3>Tác nhân & Lây truyền</h3><ul><li><strong>Virus:</strong> <em>Maize streak virus</em> (MSV).</li><li><strong>Vector:</strong> Do Rầy lá (Leafhoppers) thuộc chi <em>Cicadulina</em> truyền bệnh.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Các vệt sọc màu vàng hoặc trắng chạy dọc theo gân lá từ gốc đến ngọn. Các sọc này hẹp, đứt quãng hoặc liền mạch.</li><li><strong>Trên cây:</strong> Cây bị nhiễm sớm sẽ lùn tịt, các lóng thân ngắn lại, lá mọc xòe ra như cái quạt.</li><li><strong>Bắp:</strong> Cây bệnh nặng thường không trổ cờ hoặc bắp bị dị dạng, hạt thưa.</li></ul></div>","1. Xử lý cây bệnh:<br>- Nhổ bỏ cây bị bệnh ngay khi thấy triệu chứng để tránh lây lan.<br><br>2. Quản lý côn trùng môi giới (Rầy lá):<br>- Vệ sinh cỏ dại quanh ruộng (nơi trú ẩn của rầy).<br>- Xử lý hạt giống bằng thuốc trừ sâu nội hấp (<strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>) trước khi gieo để bảo vệ cây con giai đoạn đầu.<br>- Phun thuốc trừ rầy khi mật độ cao: <strong>Cypermethrin</strong>, <strong>Deltamethrin</strong>.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764688326/15maize_train_streak_virus_bzwiro.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688320/111maize_train_streak_virus_rgjavp.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688314/131maize_train_streak_virus_wtftip.jpg",Ngô
"Nhện đỏ hại Cà chua",Tomato_Spider_Mites,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Nhện đỏ (Spider Mites) hay Nhện hai chấm, là đối tượng gây hại nguy hiểm trong nhà màng hoặc mùa khô nóng.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Tetranychus urticae</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Trên lá:</strong> Mặt trên lá xuất hiện các chấm trắng li ti (vết chích). Lá bị nặng chuyển sang màu vàng xám, khô giòn và rụng.</li><li><strong>Dấu hiệu:</strong> Mặt dưới lá và các chồi non có màng tơ mỏng bao phủ. Soi kính lúp thấy nhện và trứng chi chít.</li><li>Nhện làm cây suy yếu nhanh chóng, giảm năng suất quả.</li></ul></div>","1. Biện pháp sinh học:<br>- Sử dụng nhện bắt mồi (<em>Phytoseiulus persimilis</em>) để kiểm soát tự nhiên.<br>- Phun dầu khoáng hoặc chế phẩm sinh học từ nấm <em>Beauveria bassiana</em>.<br><br>2. Biện pháp hóa học:<br>- Nhện đỏ kháng thuốc cực mạnh.<br>- Sử dụng thuốc đặc trị nhện (Acaricides): <strong>Abamectin</strong>, <strong>Spiromesifen</strong>, <strong>Bifenazate</strong>, <strong>Fenpyroximate</strong>.<br>- Phun ướt đẫm mặt dưới lá và luân phiên thuốc liên tục.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764688465/0fb21160-9113-4c5a-b1d4-7001b5253bb9___Com.G_SpM_FL_8790_180deg_bthkud.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688458/00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL_1453_gjd2sx.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688451/0fb21160-9113-4c5a-b1d4-7001b5253bb9___Com.G_SpM_FL_8790_nfox27.jpg",Cà chua
"Bệnh rỉ sắt Táo - Tùng",Apple_Cedar_Apple_Rust,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh rỉ sắt (Cedar-Apple Rust) là bệnh điển hình của sự luân phiên ký chủ. Nấm cần cả cây Táo và cây Tùng (Cedar/Juniper) để hoàn thành vòng đời.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Gymnosporangium juniperi-virginianae</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá Táo:</strong> Mặt trên có các đốm màu vàng cam rực rỡ, sau chuyển sang đỏ cam viền vàng. Mặt dưới lá xuất hiện các gai nhỏ (túi bào tử) nhô ra như râu.</li><li><strong>Trên quả:</strong> Các đốm màu cam tương tự trên lá, làm quả bị méo mó và rụng sớm.</li><li><strong>Trên cây Tùng:</strong> Tạo ra các khối u sưng (gall) màu nâu, khi mưa xuống nở ra thành các tua màu cam như thạch.</li></ul></div>","1. Biện pháp canh tác (Cắt đứt vòng đời):<br>- Loại bỏ các cây Tùng/Bách xù (Juniper) trong bán kính 200m quanh vườn táo (nếu có thể).<br>- Cắt bỏ các u sưng trên cây Tùng vào mùa đông.<br><br>2. Biện pháp hóa học:<br>- Phun thuốc cho táo vào mùa xuân (khi nụ hoa nở đến khi rụng cánh hoa).<br>- Hoạt chất: <strong>Myclobutanil</strong>, <strong>Tebuconazole</strong>, <strong>Difenoconazole</strong>, <strong>Mancozeb</strong> hoặc <strong>Trifloxystrobin</strong>.<br>- Phun định kỳ để bảo vệ lá non.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764688634/402aad30-3914-4227-a9b4-4d40a49fae72___FREC_C.Rust_0230_90deg_jecuqr.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688643/99efeabc-dafd-45ca-8111-91ec6aae3a7b___FREC_C.Rust_4089_270deg_qjxrun.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688650/98db1965-ab83-41ac-bd9b-a029d42a236c___FREC_C.Rust_9878_90deg_qpj0wg.jpg",Táo
"Bệnh thối đen Táo (Black Rot)",Apple_Black_Rot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh thối đen (Black Rot) gây hại trên cả quả, lá và cành cây táo. Bệnh thường bị nhầm với bệnh ghẻ nhưng vết bệnh khác biệt.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Botryosphaeria obtusa</em>.</li></ul><h3>Triệu chứng chi tiết</h3><ul><li><strong>Trên lá (Frog-eye leaf spot):</strong> Vết bệnh hình tròn, tâm màu xám trắng, viền màu tím nâu, trông giống ""mắt ếch"".</li><li><strong>Trên quả:</strong> Vết thối ban đầu nhỏ màu nâu, sau lan rộng ra toàn quả. Quả bị thối nhưng vẫn cứng (không mềm nhũn), sau đó khô đen và teo lại như xác ướp (mummy), treo lủng lẳng trên cây.</li><li><strong>Trên cành:</strong> Gây loét vỏ cây, vết loét lõm xuống màu nâu đỏ.</li></ul></div>","1. Biện pháp vệ sinh (Rất quan trọng):<br>- Thu gom và tiêu hủy toàn bộ quả thối (xác ướp) còn sót lại trên cây và dưới đất.<br>- Cắt bỏ cành bị bệnh loét.<br><br>2. Biện pháp hóa học:<br>- Phun phòng từ giai đoạn rụng cánh hoa.<br>- Hoạt chất: <strong>Captan</strong>, <strong>Mancozeb</strong>, <strong>Thiophanate-methyl</strong>, <strong>Pyraclostrobin</strong>.<br>- Việc phun thuốc ngừa ghẻ táo thường cũng kiểm soát được bệnh này.","https://farm3.static.flickr.com/2777/5706666883_727b1858e7.jpg,https://gardenerspath.com/wp-content/uploads/2019/08/Frogeye-spots-Botryosphaeria-obtusa-on-apple-leaf-FB.jpg,https://source.roboflow.com/cM8FViCbTTFxGkBgg1vh/3TpfpQAIqwYTRU108XES/original.jpg",Táo
"Bệnh vàng lá Mía (Yellow Leaf Virus)",Sugarcane_Yellow_Leaf,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh vàng lá (Sugarcane Yellow Leaf Virus - SCYLV) làm giảm trữ đường từ 20-30%. Bệnh thường không làm chết cây ngay mà làm cây suy yếu dần qua các vụ gốc (ratoon).</p><h3>Tác nhân & Lây truyền</h3><ul><li><strong>Virus:</strong> <em>Sugarcane yellow leaf virus</em> (SCYLV) thuộc họ Luteoviridae.</li><li><strong>Vector:</strong> Lan truyền qua Rệp mía (<em>Melanaphis sacchari</em>) và hom giống nhiễm bệnh.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Gân chính:</strong> Mặt dưới của gân lá chính chuyển sang màu vàng tươi (khi lá vẫn còn xanh). Đây là dấu hiệu đặc trưng nhất.</li><li><strong>Lá:</strong> Sau đó, phiến lá chuyển vàng từ chóp lá xuống, lan dần vào trong.</li><li><strong>Thân:</strong> Các lóng ở ngọn bị ngắn lại (chùn ngọn), các lá ngọn mọc chụm lại thành chùm (bunchy top).</li></ul></div>","1. Biện pháp giống (Quan trọng nhất):<br>- Tuyệt đối không lấy hom giống từ ruộng đã nhiễm bệnh.<br>- Sử dụng giống sạch bệnh từ nuôi cấy mô (Tissue culture).<br><br>2. Biện pháp canh tác:<br>- Vệ sinh đồng ruộng, diệt cỏ dại là ký chủ phụ của rệp.<br>- Không trồng mía xen canh với lúa miến hoặc ngô (ký chủ của virus).<br><br>3. Kiểm soát vector:<br>- Phun thuốc trừ rệp nếu mật độ cao: <strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764689079/image2_luntay.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689072/image8_iuy1vz.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689064/image19_xmvkef.jpg",Mía
"Bệnh rỉ sắt Cà phê (Rỉ sắt lá)",Coffee_Rust,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh rỉ sắt (Coffee Leaf Rust) là bệnh kinh điển trong lịch sử ngành cà phê, từng xóa sổ ngành cà phê ở Sri Lanka. Bệnh làm rụng lá, cây kiệt sức (dieback).</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Hemileia vastatrix</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Mặt dưới lá:</strong> Xuất hiện các đốm tròn màu vàng cam, trên bề mặt có lớp bột phấn mịn như bụi rỉ sắt (bào tử nấm).</li><li><strong>Mặt trên lá:</strong> Tương ứng với vết bệnh ở mặt dưới là các đốm màu vàng nhạt, sau chuyển nâu.</li><li><strong>Hậu quả:</strong> Lá bị bệnh rụng rất nhanh, cành trơ trụi, khô cành, quả rụng hoặc bị lép.</li></ul></div>","1. Biện pháp canh tác:<br>- Trồng cây che bóng hợp lý để giảm cường độ ánh sáng (nấm phát triển mạnh ngoài nắng).<br>- Bón phân cân đối, tăng cường Kẽm (Zn) và Boron (B).<br>- Ghép chồi giống kháng (như dòng Catimor) lên gốc cũ.<br><br>2. Biện pháp hóa học:<br>- Phun phòng vào đầu mùa mưa.<br>- Hoạt chất: <strong>Copper Oxychloride</strong> (Cốc 85), <strong>Cyproconazole</strong> (Anvil), <strong>Hexaconazole</strong>, <strong>Propiconazole</strong>.<br>- Phun ướt đều mặt dưới lá.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764689221/133_gtfbxy.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689213/131_veodhn.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689206/136_ylbbmp.jpg",Cà phê
"Bệnh nấm gỗ Esca trên Nho",Grape_Esca,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh Esca (Measles) là tổ hợp bệnh nấm hại gỗ (Trunk Disease), làm cây chết đột ngột (apoplexy) hoặc suy tàn từ từ.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Tổ hợp nấm:</strong> <em>Phaeomoniella chlamydospora</em>, <em>Phaeoacremonium minimum</em> và <em>Fomitiporia mediterranea</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Trên lá:</strong> Các vết sọc vàng (ở nho trắng) hoặc đỏ (ở nho đỏ) chạy giữa các gân lá, tạo thành hình ""xương cá"" hoặc ""vân hổ"". Phần thịt lá bị khô nâu, chỉ còn gân xanh.</li><li><strong>Trên quả:</strong> Xuất hiện các đốm đen nhỏ li ti (Black measles), quả nứt và nhạt thếch.</li><li><strong>Trong thân gỗ:</strong> Gỗ bị mục trắng, mềm xốp, có đường viền đen ngăn cách với phần gỗ khỏe.</li></ul></div>","1. Biện pháp phòng ngừa (Chưa có thuốc chữa khỏi hoàn toàn):<br>- Bôi keo liền sẹo có chứa thuốc nấm ngay sau khi cắt tỉa cành lớn.<br>- Khử trùng dụng cụ cắt tỉa giữa các cây.<br><br>2. Xử lý cây bệnh:<br>- Cắt bỏ phần thân bị mục (phẫu thuật cây) đến khi gặp phần gỗ khỏe.<br>- Nếu cây chết, nhổ bỏ và không trồng lại ngay trên hố cũ.<br><br>3. Thuốc bảo vệ:<br>- Phun <strong>Trichoderma</strong> hoặc các chế phẩm sinh học vào vết cắt để ngăn nấm xâm nhập.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/ESCA_Blattsymptom_1.JPG/1200px-ESCA_Blattsymptom_1.JPG,https://www.researchgate.net/profile/Laura-Mugnai/publication/43161073/figure/fig1/AS:340404659605512@1458170203496/Symptoms-associated-with-esca-of-grapevine-chlorosis-and-necrosis-on-the-leaves-showing_Q320.jpg,https://source.roboflow.com/at8ytVOoMpTCdCyjvYtikGsoRNr1/2Q8uuReeH3KsMHuMG4wY/original.jpg",Nho
"Bệnh muội đen Xoài (Bồ hóng)",Mango_Sooty_Mould,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh muội đen (Sooty Mould) không trực tiếp tấn công mô cây mà phát triển trên dịch mật do rầy/rệp tiết ra. Lớp nấm đen che phủ làm giảm quang hợp.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Capnodium mangiferae</em> hoặc <em>Meliola mangiferae</em>.</li><li><strong>Côn trùng đi kèm:</strong> Rầy bông xoài, Rệp sáp, Rệp muội.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Dấu hiệu:</strong> Một lớp nấm màu đen như muội than hoặc bồ hóng bao phủ kín mặt trên của lá, cành non và vỏ quả.</li><li><strong>Đặc điểm:</strong> Lớp nấm này dễ dàng dùng tay cạo sạch hoặc bị bong ra khi trời khô hanh, lộ ra phần lá xanh bên dưới (nhưng đã bị vàng úa do thiếu sáng).</li></ul></div>","1. Diệt côn trùng môi giới (Gốc rễ vấn đề):<br>- Phải tiêu diệt Rầy bông, Rệp sáp trước. Nếu không có mật ngọt của rệp, nấm sẽ tự chết.<br>- Hoạt chất trừ rầy: <strong>Imidacloprid</strong>, <strong>Buprofezin</strong>, <strong>Deltamethrin</strong>.<br><br>2. Rửa vườn:<br>- Phun nước áp lực mạnh để rửa trôi lớp bồ hóng.<br>- Phun dung dịch nước xà phòng loãng hoặc dầu khoáng (Petroleum Spray Oil) giúp bong tróc lớp nấm.<br>- Có thể dùng thuốc gốc Đồng để tẩy rửa nấm.","https://static.agrostar.in/static/DS_183.jpg,https://content.peat-cloud.com/w400/sooty-mold-mango-1550582079.jpg,https://www.researchgate.net/profile/Muhammad-Khaskheli-2/publication/339062797/figure/fig2/AS:855401515995136@1580955022011/Sooty-mold-Capnodium-mangiferae_Q320.jpg",Xoài
"Bệnh cháy lá Nho (Leaf Blight)",Grape_Leaf_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh cháy lá (Leaf Blight) thường xuất hiện vào cuối mùa mưa, làm bộ lá tàn lụi nhanh chóng, ảnh hưởng đến tích lũy đường trong quả.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Alternaria vitis</em> hoặc <em>Cercospora</em> spp.</li></ul><h3>Triệu chứng phân biệt</h3><ul><li><strong>Vết bệnh:</strong> Các đốm bất định màu nâu đen hoặc nâu đỏ ở mép lá hoặc chóp lá.</li><li><strong>Tiến triển:</strong> Vết bệnh lan rộng vào trong phiến lá, có ranh giới rõ ràng với phần xanh. Các vết bệnh liên kết làm lá bị khô cháy, giòn và rách nát.</li><li><strong>Phân biệt:</strong> Khác với phấn trắng (có bột trắng) hay sương mai (có mốc trắng ở mặt dưới).</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa bỏ lá già, lá bệnh đem đốt.<br>- Bón Kali trắng (K2SO4) để làm dày lá.<br><br>2. Biện pháp hóa học:<br>- Phun thuốc khi bệnh chớm xuất hiện.<br>- Hoạt chất: <strong>Mancozeb</strong>, <strong>Zineb</strong>, <strong>Chlorothalonil</strong>, <strong>Difenoconazole</strong>.<br>- Các thuốc trừ thán thư thường cũng có hiệu quả với bệnh này.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764689861/450bcad9-9b25-43b8-b2d9-70991681bcfb___FAM_L.Blight_0788_dbxok8.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689853/476e2e2e-eb50-46bb-920e-69cf9a86e7c9___FAM_L.Blight_1674_flipLR_hfko1q.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689842/522e6b5a-0a38-4d51-a0f5-1665f818f23e___FAM_L.Blight_1612_flipLR_g1fdea.jpg",Nho
"Bệnh rỉ sắt nâu Mía",Sugarcane_Brown_Rust,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh rỉ sắt nâu (Brown Rust) phổ biến hơn rỉ sắt cam, thường gây hại nặng vào giai đoạn mía vươn lóng trong thời tiết lạnh và ẩm.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Puccinia melanocephala</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các đốm nhỏ dài màu vàng, sau chuyển thành màu nâu đỏ hoặc nâu sẫm (màu rỉ sắt).</li><li><strong>Mặt dưới lá:</strong> Vết bệnh nổi gồ lên, khi vỡ ra giải phóng bụi phấn màu nâu (bào tử).</li><li><strong>Tác hại:</strong> Bệnh nặng làm lá khô cháy từ ngọn vào, cây còi cọc, giảm năng suất mía cây.</li></ul></div>","1. Biện pháp canh tác:<br>- Sử dụng giống kháng (biện pháp kinh tế nhất).<br>- Bón đầy đủ dinh dưỡng, tránh bón thừa đạm muộn.<br>- Thoát nước tốt cho ruộng mía.<br><br>2. Biện pháp hóa học:<br>- Chỉ phun khi bệnh quá nặng ở ruộng nhân giống.<br>- Hoạt chất: <strong>Mancozeb</strong>, <strong>Propiconazole</strong>, <strong>Tebuconazole</strong>, <strong>Azoxystrobin</strong>.<br>- Phun 2-3 lần cách nhau 10-14 ngày.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764689991/aug_0_image21_wilduk.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689984/aug_0_image34_pmvjdi.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764689976/aug_0_image40_erdxw3.jpg",Mía
"Bệnh đốm vòng sớm Cà chua (Early Blight)",Tomato_Early_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm vòng sớm (Early Blight) thường xuất hiện sớm hơn bệnh mốc sương, tấn công các lá già sát gốc trước.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Alternaria solani</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Trên lá:</strong> Các đốm tròn màu nâu đen. Đặc trưng nhất là các vòng tròn đồng tâm (như vân gỗ hoặc bia bắn). Xung quanh vết bệnh thường có quầng vàng.</li><li><strong>Trên thân:</strong> Vết lõm hình bầu dục, có vân vòng, gây gãy cành.</li><li><strong>Trên quả:</strong> Vết bệnh ở cuống quả màu đen, lõm xuống, có vòng đồng tâm, làm quả rụng.</li></ul></div>","1. Biện pháp canh tác:<br>- Luân canh cây trồng (không trồng liên tục họ Cà).<br>- Ngắt bỏ lá già sát gốc để tạo độ thông thoáng.<br>- Dùng màng phủ nông nghiệp để tránh bào tử trong đất bắn lên lá.<br><br>2. Biện pháp hóa học:<br>- Phun phòng định kỳ.<br>- Hoạt chất: <strong>Mancozeb</strong>, <strong>Chlorothalonil</strong>, <strong>Azoxystrobin</strong>, <strong>Difenoconazole</strong>.<br>- Sản phẩm: Antracol, Score, Amistar.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764690100/93533fec-94de-411f-a52e-38cd4d36dbee___RS_Erly.B_9558_flipTB_trwdqo.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690093/96441f54-ccd3-4f34-b405-e395e5070d2c___RS_Erly.B_8336_flipTB_td0okf.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690084/289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B_7542_180deg_fvxpo7.jpg",Cà chua
"Bệnh cháy bìa lá vi khuẩn Sắn",Cassava_Bacterial_Blight,Bệnh vi khuẩn,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh cháy bìa lá (CBB - Cassava Bacterial Blight) là bệnh vi khuẩn nguy hiểm nhất trên sắn, lây lan qua hom giống và dụng cụ cắt.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Vi khuẩn:</strong> <em>Xanthomonas axonopodis</em> pv. <em>manihotis</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Các đốm góc cạnh (do gân lá giới hạn) bị sũng nước (soi ngược sáng thấy rõ). Sau đó vết bệnh khô đi, lá bị cháy và rụng.</li><li><strong>Trên thân:</strong> Có các vết thâm đen dọc thân, tiết ra dịch mủ (gôm) màu vàng nhạt.</li><li><strong>Ngọn:</strong> Đỉnh sinh trưởng bị thối, khô ngọn (Dieback), cây mọc chồi mới ở dưới thấp (Candle stick).</li></ul></div>","1. Biện pháp giống (Quan trọng):<br>- Tuyệt đối không lấy hom giống từ vùng có dịch.<br>- Xử lý hom giống bằng nước nóng 50°C trong 30 phút trước khi trồng.<br><br>2. Biện pháp canh tác:<br>- Nhổ bỏ và tiêu hủy cây bệnh.<br>- Luân canh sắn với cây họ đậu.<br><br>3. Biện pháp hóa học:<br>- Ít hiệu quả với vi khuẩn. Có thể dùng thuốc gốc Đồng (<strong>Copper Hydroxide</strong>) để hạn chế lây lan cục bộ.","https://infonet-biovision.org/sites/default/files/832.400x400_5.jpeg,https://www.shutterstock.com/image-photo/cassava-leaf-blight-disease-bacteria-600nw-2248098865.jpg",Sắn
"Cây cà chua khỏe mạnh",Tomato_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây cà chua khỏe mạnh có khả năng ra hoa đậu quả liên tục, lá xanh bền.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Lá kép lông chim, màu xanh đậm, có lông tơ và mùi hăng đặc trưng. Lá không bị xoăn, không có đốm vàng hay mốc đen.</li><li><strong>Thân:</strong> Thân mập, lông tơ trắng dày, không có vết thâm đen hay u sưng.</li><li><strong>Quả:</strong> Quả phát triển cân đối, vỏ láng, đài quả xanh tươi, không bị nứt hay thối đít quả.</li></ul></div>","Duy trì canh tác:<br>1. Tỉa chồi: Tỉa bỏ toàn bộ chồi nách (đối với giống vô hạn) để tập trung dinh dưỡng nuôi thân chính.<br>2. Dinh dưỡng: Bón Canxi và Bo để chống thối đít quả và nứt quả. Bón Kali khi quả đang lớn.<br>3. Tưới nước: Tưới đều đặn, tránh sốc nước gây nứt quả.","https://s.yimg.com/ny/api/res/1.2/X5WfK6vBuT5Z5m0rOb3Aqg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTU0MDtjZj13ZWJw/https://homesteadhow-to.com/wp-content/uploads/2025/06/curling-tomato-leaves-1024x576.jpg,https://thumbs.dreamstime.com/b/health-tomato-sheet-nice-green-leaf-sign-good-growth-which-will-result-good-production-76292234.jpg,https://suzannerbanks.blog/wp-content/uploads/2013/01/tomato-leaf.jpg",Cà chua
"Bệnh đốm nâu lá Sắn",Cassava_Brown_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm nâu (Brown Leaf Spot) rất phổ biến, thường xuất hiện trên các lá già ở tầng thấp, ít ảnh hưởng năng suất nếu không quá nặng.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Cercosporidium henningsii</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Mặt trên lá:</strong> Các đốm tròn màu nâu sẫm, viền rõ rệt. Khi già tâm vết bệnh có thể chuyển màu xám nhạt và thủng lỗ.</li><li><strong>Mặt dưới lá:</strong> Vết bệnh màu nâu xám, nhìn kỹ thấy lớp mốc mỏng.</li><li><strong>Đặc điểm:</strong> Xung quanh vết bệnh thường có quầng vàng nhẹ. Lá bệnh vàng và rụng sớm hơn lá khỏe.</li></ul></div>","1. Biện pháp canh tác:<br>- Trồng mật độ vừa phải để ruộng thoáng gió.<br>- Bón đủ Kali để tăng tuổi thọ lá.<br>- Thu dọn tàn dư lá bệnh sau thu hoạch.<br><br>2. Biện pháp hóa học:<br>- Thường không cần phun thuốc trừ khi bệnh lan lên các lá ngọn.<br>- Hoạt chất: <strong>Carbendazim</strong>, <strong>Mancozeb</strong>, <strong>Copper Oxychloride</strong>.<br>- Phun 1-2 lần nếu áp lực bệnh cao.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764690498/3cassava_train_bspot_jmf80p.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690490/47cassava_train_bspot_ujkeoi.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690481/83cassava_train_bspot_b0goej.jpg",Sắn
"Bệnh đốm lá Septoria Cà chua",Tomato_Septoria_Leaf_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm lá Septoria (Septoria Leaf Spot) là bệnh phá hủy bộ lá cà chua khủng khiếp nhất sau mốc sương, thường xuất hiện sau khi cây đậu quả.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Septoria lycopersici</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Số lượng:</strong> Xuất hiện rất nhiều đốm nhỏ li ti trên các lá già dưới gốc trước.</li><li><strong>Hình dáng:</strong> Đốm hình tròn, đường kính nhỏ (2-3mm), tâm màu xám trắng, viền màu nâu đen hoặc đen.</li><li><strong>Phân biệt:</strong> Khác với đốm vòng (Early Blight), vết bệnh Septoria nhỏ hơn nhiều và thường không có vòng đồng tâm rõ rệt.</li></ul></div>","1. Biện pháp canh tác:<br>- Ngắt bỏ các lá già sát gốc (lá chân) để hạn chế nấm từ đất bắn lên.<br>- Không tưới nước lên lá vào buổi tối.<br>- Luân canh cây trồng ít nhất 2 năm.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh chớm xuất hiện ở các lá dưới thấp.<br>- Hoạt chất: <strong>Chlorothalonil</strong>, <strong>Mancozeb</strong>, <strong>Difenoconazole</strong> hoặc <strong>Copper Hydroxide</strong>.<br>- Phun định kỳ 7-10 ngày/lần.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764690649/41efe5a6-94ca-4761-8543-fd42b09dc4a8___Matt.S_CG_6303_epe482.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690640/45c5dbd2-e45d-438b-ae11-04e96417cb2f___Matt.S_CG_0666_bqxq1l.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690632/55e8b4dd-0a94-4be5-895c-40e280bf7408___Keller.St_CG_1817_l6ugd0.jpg",Cà chua
